AppServiceUId,Name,ShortName,Version,IsDeploymentEnabled,Port,Url,ExecutablePath,WebSiteName,PublicIPAddress,Path,AppPoolName
00010085-0000-0000-0000-000000000000,myWizard.WebAPI,core,v1,TRUE,8001,https://fsesandbox1api-mywizard-si.accenture.com/core,/var/www/myWizard.WebAPI/Accenture.MyWizard.WebServices.Host.dll,fsesandbox1api-mywizard-si.accenture.com/core,*,/var/www/myWizard.WebAPI,myWizard.WebAPI
00010090-0000-0000-0000-000000000000,myWizard.WebConsole,core,v1,TRUE,8002,https://fsesandbox1-mywizard-si.accenture.com/core,/var/www/myWizard.WebConsole/Accenture.MyWizard.WebClient.dll,fsesandbox1-mywizard-si.accenture.com/core,*,/var/www/myWizard.WebConsole,myWizard.WebConsole
00010032-0000-0000-0000-000000000000,myWizard.Fortress.WebConsole,fortress,v1,TRUE,8003,https://fsesandbox1-mywizard-si.accenture.com/fortress,/var/www/myWizard.Fortress.WebConsole/Accenture.MyWizard.Fortress.WebClient.dll,fsesandbox1-mywizard-si.accenture.com/fortress,*,/var/www/myWizard.Fortress.WebConsole,myWizard.Fortress.WebConsole
00040491-0000-0000-0000-000000000000,myWizard.ActionManagement.WebAPI,action,v1,TRUE,8004,https://fsesandbox1api-mywizard-si.accenture.com/action,/var/www/myWizard.ActionManagement.WebAPI/myWizardActionAPI.dll,fsesandbox1api-mywizard-si.accenture.com/action,*,/var/www/myWizard.ActionManagement.WebAPI,myWizard.ActionManagement.WebAPI
00040492-0000-0000-0000-000000000000,myWizard.ActionManagement.WebConsole,action,v1,TRUE,8005,https://fsesandbox1-mywizard-si.accenture.com/action,/var/www/myWizard.ActionManagement.WebConsole/myWizardAction_UI.dll,fsesandbox1-mywizard-si.accenture.com/action,*,/var/www/myWizard.ActionManagement.WebConsole,myWizard.ActionManagement.WebConsole
00020051-0000-0000-0000-000000000000,myWizard.BusinessProcessHierarchy.WebAPI,bph,v1,TRUE,8006,https://fsesandbox1api-mywizard-si.accenture.com/bph,/var/www/myWizard.BusinessProcessHierarchy.WebAPI/myConcerto.BPH.API.dll,fsesandbox1api-mywizard-si.accenture.com/bph,*,/var/www/myWizard.BusinessProcessHierarchy.WebAPI,myWizard.BusinessProcessHierarchy.WebAPI
00020052-0000-0000-0000-000000000000,myWizard.BusinessProcessHierarchy.WebConsole,bph,v1,TRUE,8007,https://fsesandbox1-mywizard-si.accenture.com/bph,/var/www/myWizard.BusinessProcessHierarchy.WebConsole/myConcerto.BPH.APP.dll,fsesandbox1-mywizard-si.accenture.com/bph,*,/var/www/myWizard.BusinessProcessHierarchy.WebConsole,myWizard.BusinessProcessHierarchy.WebConsole
00040521-0000-0000-0000-000000000000,myWizard.ConversationPlanner.WebAPI,cp,v1,TRUE,8008,https://fsesandbox1api-mywizard-si.accenture.com/cp,/var/www/myWizard.ConversationPlanner.WebAPI/Accenture.ConversationPlanner.WebServices.Host.dll,fsesandbox1api-mywizard-si.accenture.com/cp,*,/var/www/myWizard.ConversationPlanner.WebAPI,myWizard.ConversationPlanner.WebAPI
00040522-0000-0000-0000-000000000000,myWizard.ConversationPlanner.WebConsole,cp,v1,TRUE,8009,https://fsesandbox1-mywizard-si.accenture.com/cp,/var/www/myWizard.ConversationPlanner.WebConsole/Accenture.ConversationPlanner.Web.dll,fsesandbox1-mywizard-si.accenture.com/cp,*,/var/www/myWizard.ConversationPlanner.WebConsole,myWizard.ConversationPlanner.WebConsole
00040451-0000-0000-0000-000000000000,myWizard.DailyStandUp.WebAPI,dailystandup,v1,TRUE,8010,https://fsesandbox1api-mywizard-si.accenture.com/dailystandup,/var/www/myWizard.DailyStandUp.WebAPI/Accenture.MyWizard.DailyStandUp.WebServices.dll,fsesandbox1api-mywizard-si.accenture.com/dailystandup,*,/var/www/myWizard.DailyStandUp.WebAPI,myWizard.DailyStandUp.WebAPI
00040452-0000-0000-0000-000000000000,myWizard.DailyStandUp.WebConsole,dailystandup,v1,TRUE,8011,https://fsesandbox1-mywizard-si.accenture.com/dailystandup,/var/www/myWizard.DailyStandUp.WebConsole/Accenture.MyWizard.DailyStandUp.WebClient.dll,fsesandbox1-mywizard-si.accenture.com/dailystandup,*,/var/www/myWizard.DailyStandUp.WebConsole,myWizard.DailyStandUp.WebConsole
00040501-0000-0000-0000-000000000000,myWizard.DecisionManagement.WebAPI,decision,v1,TRUE,8014,https://fsesandbox1api-mywizard-si.accenture.com/decision,/var/www/myWizard.DecisionManagement.WebAPI/myWizardDecision_API.dll,fsesandbox1api-mywizard-si.accenture.com/decision,*,/var/www/myWizard.DecisionManagement.WebAPI,myWizard.DecisionManagement.WebAPI
00040502-0000-0000-0000-000000000000,myWizard.DecisionManagement.WebConsole,decision,v1,TRUE,8015,https://fsesandbox1-mywizard-si.accenture.com/decision,/var/www/myWizard.DecisionManagement.WebConsole/myWizardDecision_UI.dll,fsesandbox1-mywizard-si.accenture.com/decision,*,/var/www/myWizard.DecisionManagement.WebConsole,myWizard.DecisionManagement.WebConsole
00040351-0000-0000-0000-000000000000,myWizard.DigitalDesignThinking.WebAPI,digitaldt,v1,TRUE,8016,https://fsesandbox1api-mywizard-si.accenture.com/digitaldt,/var/www/myWizard.DigitalDesignThinking.WebAPI/Accenture.MyWizard.DigitalDT.WebServices.dll,fsesandbox1api-mywizard-si.accenture.com/digitaldt,*,/var/www/myWizard.DigitalDesignThinking.WebAPI,myWizard.DigitalDesignThinking.WebAPI
00040352-0000-0000-0000-000000000000,myWizard.DigitalDesignThinking.WebConsole,digitaldt,v1,TRUE,8017,https://fsesandbox1-mywizard-si.accenture.com/digitaldt,/var/www/myWizard.DigitalDesignThinking.WebConsole/Accenture.MyWizard.DigitalDT.WebClient.dll,fsesandbox1-mywizard-si.accenture.com/digitaldt,*,/var/www/myWizard.DigitalDesignThinking.WebConsole,myWizard.DigitalDesignThinking.WebConsole
00040561-0000-0000-0000-000000000000,myWizard.IngrAIn.WebAPI,ingrain,v1,TRUE,8019,https://fsesandbox1api-mywizard-si.accenture.com/ingrain,/var/www/myWizard.IngrAIn.WebAPI/Accenture.MyWizard.Ingrain.WebService.dll,fsesandbox1api-mywizard-si.accenture.com/ingrain,*,/var/www/myWizard.IngrAIn.WebAPI,myWizard.IngrAIn.WebAPI
00040562-0000-0000-0000-000000000000,myWizard.IngrAIn.WebConsole,ingrain,v1,TRUE,8020,https://fsesandbox1-mywizard-si.accenture.com/ingrain,/var/www/myWizard.IngrAIn.WebConsole/Accenture.MyWizard.Ingrain.UI.DotNetWrapper.dll,fsesandbox1-mywizard-si.accenture.com/ingrain,*,/var/www/myWizard.IngrAIn.WebConsole,myWizard.IngrAIn.WebConsole
00040221-0000-0000-0000-000000000000,myWizard.IntelligentArtifacts.WebAPI,ia,v1,TRUE,8021,https://fsesandbox1api-mywizard-si.accenture.com/ia,/var/www/myWizard.IntelligentArtifacts.WebAPI/myC.IA.WebAPI.dll,fsesandbox1api-mywizard-si.accenture.com/ia,*,/var/www/myWizard.IntelligentArtifacts.WebAPI,myWizard.IntelligentArtifacts.WebAPI
00040222-0000-0000-0000-000000000000,myWizard.IntelligentArtifacts.WebConsole,ia,v1,TRUE,8022,https://fsesandbox1-mywizard-si.accenture.com/ia,/var/www/myWizard.IntelligentArtifacts.WebConsole/myC.IA.UI.dll,fsesandbox1-mywizard-si.accenture.com/ia,*,/var/www/myWizard.IntelligentArtifacts.WebConsole,myWizard.IntelligentArtifacts.WebConsole
00040381-0000-0000-0000-000000000000,myWizard.IntelligentChangeManager.WebAPI,icm,v1,TRUE,8024,https://fsesandbox1api-mywizard-si.accenture.com/icm,/var/www/myWizard.IntelligentChangeManager.WebAPI/Accenture.MyWizard.IntelligentChangeManager.WebServices.dll,fsesandbox1api-mywizard-si.accenture.com/icm,*,/var/www/myWizard.IntelligentChangeManager.WebAPI,myWizard.IntelligentChangeManager.WebAPI
